entity_id,workspace_id,policy_family_id,policy_version_real,y,date_reference,decisao,historical_decision,score1,score2,x1,x2,x3,x4,x5,x6,x7,x8,w1,w2,z1,z2,z3,z4,indicador_potencial1,indicador_potencial2,credit_score,number_of_protests,recent_income_stability,debt_ratio,ticket_value,profit_value,defaulted,churned,segment
19158,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240401,reject,reject,292,350,1,0,0,1,0,1,0,0,7,7,0,0,0,0,2.33,27.74,308,7,0.6023,0.8927,3395.16,0.0,1,0,watchlist
19159,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240724,approve,approve,336,388,0,0,0,0,0,0,0,0,1,6,0,0,0,0,59.34,32.62,351,1,0.625,0.1036,3832.09,180.02,0,0,watchlist
19160,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240425,reject,reject,439,514,0,0,0,0,1,0,0,0,1,2,1,0,1,1,42.08,40.56,460,1,0.6326,0.6793,3591.95,0.0,0,0,watchlist
19161,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240403,approve,approve,488,578,0,0,0,1,0,0,0,0,1,1,0,0,0,0,43.89,56.37,513,1,0.8199,0.38,5140.23,272.9,0,0,watchlist
19162,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240404,approve,approve,489,581,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29.57,72.81,515,1,0.8194,0.0828,4420.89,201.74,0,0,watchlist
19163,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240328,approve,approve,557,485,0,0,0,0,0,0,0,0,1,1,0,0,1,0,48.35,42.87,537,1,0.8918,0.1455,4665.24,149.44,0,1,watchlist
19164,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241209,reject,reject,667,536,0,1,0,0,0,0,0,0,3,7,0,0,0,0,29.7,58.17,630,3,0.5086,0.4454,3737.94,0.0,0,0,standard
19165,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241203,approve,approve,554,584,0,0,0,0,1,0,0,0,1,2,0,0,0,0,52.71,31.35,562,1,0.9115,0.2297,4173.14,138.31,0,0,near-prime
19166,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240614,approve,approve,701,382,0,0,0,0,0,0,1,0,1,4,0,0,0,0,40.77,64.01,612,1,0.8219,0.2019,3799.56,145.9,0,0,near-prime
19167,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240709,approve,approve,374,250,0,0,0,0,0,0,0,0,2,4,0,0,0,0,59.05,36.01,339,2,0.7169,0.3011,3498.73,107.52,0,1,watchlist
19168,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240510,approve,approve,629,662,0,0,0,0,0,0,0,0,1,2,0,0,0,0,46.21,61.5,638,1,0.9112,0.1647,4742.82,164.83,0,0,standard
19169,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240519,reject,reject,503,590,0,0,1,1,1,1,0,1,5,5,0,0,0,0,30.27,47.61,527,5,0.4142,0.5965,3471.8,0.0,0,0,watchlist
19170,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240926,reject,reject,298,379,0,0,1,0,0,0,0,0,3,5,0,0,0,0,54.18,43.0,321,3,0.3846,0.5539,3349.97,0.0,0,0,watchlist
19171,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240630,approve,approve,628,573,0,0,0,0,0,0,0,0,1,1,0,0,0,0,60.71,36.58,613,1,0.8646,0.2091,3825.14,125.12,0,0,near-prime
19172,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241116,approve,approve,850,667,0,0,1,0,0,0,0,0,1,3,0,0,0,0,31.44,62.56,799,1,0.9074,0.3336,4309.52,222.51,0,0,prime
19173,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240907,approve,approve,550,529,0,0,0,0,1,0,0,0,1,2,0,0,0,0,42.56,62.63,544,1,0.8532,0.2909,4657.48,207.19,0,0,near-prime
19174,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240208,approve,approve,680,626,0,0,0,0,0,0,0,0,4,3,0,0,0,0,52.58,46.16,665,4,0.8456,0.1404,4509.27,150.41,0,0,standard
19175,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240124,approve,approve,469,451,0,0,0,0,0,0,0,0,2,5,0,0,0,0,30.13,35.91,464,2,0.4254,0.5839,3971.93,-52.1,1,0,watchlist
19176,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240315,approve,approve,623,596,0,1,0,0,0,0,0,0,1,5,0,0,0,0,65.08,33.38,615,1,0.974,0.3387,4385.44,196.49,0,0,near-prime
19177,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240417,approve,approve,635,441,0,0,0,0,0,0,0,0,5,6,0,0,1,0,9.76,42.95,581,5,0.2645,0.6692,2989.57,-16.82,1,1,near-prime
19178,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240727,approve,approve,631,626,0,0,0,0,0,0,0,0,3,7,0,0,1,0,31.28,65.12,630,3,0.8199,0.2307,4639.65,177.58,0,0,standard
19179,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240410,approve,approve,494,599,0,1,0,0,0,0,0,0,1,4,0,0,0,0,57.38,48.29,523,1,0.8191,0.0926,3581.14,183.51,0,0,watchlist
19180,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241119,approve,approve,581,497,1,0,0,0,0,0,0,0,1,2,0,0,0,0,44.53,60.71,557,1,0.9237,0.3363,4314.03,210.51,0,0,near-prime
19181,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240724,reject,reject,454,409,1,1,1,1,0,0,0,0,2,17,1,0,0,0,2.94,35.98,441,2,0.2961,0.7763,4681.57,0.0,1,0,watchlist
19182,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240327,approve,approve,262,484,0,1,1,0,0,1,0,0,4,2,0,0,1,0,36.47,28.62,324,4,0.3656,0.6634,4503.18,-135.4,1,0,watchlist
19183,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240824,reject,reject,533,364,0,0,0,0,0,1,0,0,5,9,1,0,0,0,44.26,36.58,486,5,0.6891,0.6347,2757.02,0.0,0,0,watchlist
19184,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240101,approve,approve,580,567,0,0,1,0,0,0,0,0,3,2,0,0,0,0,37.84,67.33,576,3,0.7226,0.3234,2764.94,102.73,0,0,near-prime
19185,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240904,reject,reject,329,343,0,0,0,0,1,0,0,0,3,6,0,0,0,0,1.67,45.53,333,3,0.4302,0.4753,3317.62,0.0,1,0,watchlist
19186,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240806,approve,approve,541,694,0,0,0,0,0,0,0,0,1,1,0,0,0,0,41.1,52.84,584,1,0.9402,0.4279,4489.15,145.84,0,0,near-prime
19187,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240715,approve,approve,684,519,0,0,0,0,0,0,0,0,1,3,0,0,0,0,50.99,50.04,638,1,0.2934,0.3353,4131.53,142.21,0,0,standard
19188,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240728,approve,approve,562,562,0,0,0,0,0,0,0,0,4,6,0,0,0,0,51.5,35.36,562,4,0.7562,0.2959,3951.7,128.65,0,1,near-prime
19189,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240111,reject,reject,392,468,1,1,0,0,0,0,1,1,1,6,1,0,1,1,22.61,63.82,413,1,0.2289,0.339,3102.58,0.0,0,0,watchlist
19190,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240929,approve,approve,442,517,0,0,0,0,0,0,0,0,2,1,0,0,0,0,65.12,24.39,463,2,0.842,0.3199,3364.85,181.53,0,0,watchlist
19191,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241025,reject,reject,617,625,0,0,0,0,0,0,0,0,2,3,0,0,1,1,23.07,63.83,619,2,0.7485,0.6543,2130.79,0.0,0,0,near-prime
19192,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240623,approve,approve,516,445,0,0,0,0,0,0,0,0,1,1,0,0,0,0,39.14,67.62,496,1,0.6519,0.4141,3129.82,127.25,0,0,watchlist
19193,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240211,approve,approve,527,472,1,0,0,0,0,0,0,0,1,4,0,0,0,0,17.72,30.05,512,1,0.3368,0.3013,2744.23,-18.79,1,0,watchlist
19194,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241218,approve,approve,0,325,0,1,0,0,0,0,0,0,2,8,0,0,1,0,8.28,48.38,91,2,0.2073,0.8209,4041.33,20.78,1,1,watchlist
19195,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241020,reject,reject,689,509,1,0,0,1,0,0,0,0,6,8,0,1,0,0,18.76,35.63,639,6,0.1363,0.7184,3106.51,0.0,1,1,standard
19196,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240615,approve,approve,521,386,0,0,0,0,0,0,0,0,2,5,0,0,0,0,45.24,45.52,483,2,0.7834,0.031,4249.59,124.47,0,0,watchlist
19197,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240510,reject,reject,38,386,0,0,1,1,0,1,1,1,4,13,0,0,1,0,5.75,44.97,135,4,0.2006,0.7019,2869.56,0.0,1,1,watchlist
19198,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241208,approve,approve,724,711,0,0,0,0,0,0,0,0,1,1,0,0,0,0,54.31,43.92,720,1,0.725,0.5963,4072.7,152.95,0,1,prime
19199,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240822,approve,approve,402,684,0,0,0,0,0,0,0,0,1,4,0,0,0,0,49.98,39.56,481,1,0.8195,0.1796,3485.32,112.31,0,0,watchlist
19200,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240406,approve,approve,411,367,0,0,0,0,0,0,0,0,1,8,0,0,0,0,38.54,51.69,399,1,0.9066,0.1828,3195.95,106.73,0,0,watchlist
19201,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241029,approve,approve,587,623,0,0,0,0,0,1,0,0,3,1,0,0,0,0,42.91,51.03,597,3,0.7389,0.2329,4166.22,211.92,0,0,near-prime
19202,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240316,approve,approve,470,466,1,0,0,0,0,0,0,0,5,4,0,1,0,0,37.5,29.61,469,5,0.2458,0.7457,3321.87,-8.26,1,0,watchlist
19203,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241105,approve,approve,250,371,1,0,0,1,0,0,0,1,2,4,0,1,0,0,41.59,31.53,284,2,0.3377,0.406,4441.08,-42.98,1,0,watchlist
19204,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240809,approve,approve,526,536,0,0,0,0,0,0,0,0,4,1,0,0,0,0,53.67,43.93,529,4,0.8242,0.5391,2699.7,106.23,0,1,watchlist
19205,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240310,approve,approve,501,563,0,0,0,0,0,0,0,0,1,1,0,0,0,0,56.41,35.37,518,1,0.6369,0.3839,4338.18,169.9,0,0,watchlist
19206,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240903,approve,approve,553,514,0,0,0,0,0,0,0,0,1,2,0,0,0,0,53.35,54.3,542,1,0.8246,0.1786,3813.07,170.66,0,0,near-prime
19207,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241005,approve,approve,587,485,0,0,0,0,0,0,0,0,2,1,0,0,0,0,61.81,35.18,558,2,0.9788,0.3085,3207.53,108.36,0,0,near-prime
19208,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240707,approve,approve,675,610,0,0,0,0,0,0,0,0,3,1,0,0,0,0,54.08,45.17,657,3,0.8037,0.2618,2840.64,86.79,0,0,standard
19209,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240208,reject,reject,528,564,0,0,0,0,0,0,1,0,5,3,0,0,1,0,32.63,68.07,538,5,0.5467,0.6232,2467.03,0.0,0,0,watchlist
19210,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241007,approve,approve,527,499,0,0,1,1,0,0,0,0,4,6,0,0,0,0,1.01,57.9,519,4,0.5418,0.9217,3910.17,6.85,1,0,watchlist
19211,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240911,approve,approve,687,579,0,0,0,0,0,0,0,0,3,3,0,0,0,0,47.42,71.44,657,3,0.7868,0.198,2350.72,72.39,0,0,standard
19212,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240606,approve,approve,478,437,0,0,1,0,1,0,0,0,1,2,0,0,0,0,28.45,67.9,467,1,0.8711,0.1644,2174.33,93.07,0,0,watchlist
19213,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240225,approve,approve,599,514,0,0,0,0,0,0,0,0,1,1,0,0,0,0,47.24,46.64,575,1,0.6136,0.4378,2555.62,103.34,0,0,near-prime
19214,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241107,reject,reject,508,525,1,0,0,1,0,0,0,0,2,4,0,0,1,0,49.09,28.39,513,2,0.5288,0.3897,3068.46,0.0,0,0,watchlist
19215,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240617,reject,reject,326,331,0,0,0,0,0,0,0,0,7,9,0,0,0,1,73.69,19.6,327,7,0.414,0.4096,4101.88,0.0,0,0,watchlist
19216,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240214,approve,approve,884,738,0,0,0,0,0,0,0,0,1,4,0,0,0,0,50.86,30.5,843,1,0.8455,0.4747,4828.04,150.67,0,0,prime
19217,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241120,reject,reject,780,660,0,1,0,0,0,1,0,0,3,9,0,0,0,0,29.46,62.25,746,3,0.4243,0.8058,3695.53,0.0,0,0,prime
19218,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240412,reject,reject,465,360,0,1,0,0,0,0,1,0,3,5,0,0,0,0,49.15,39.37,436,3,0.6654,0.453,2309.66,0.0,0,0,watchlist
19219,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241215,reject,reject,698,653,0,1,1,0,0,0,0,1,2,5,0,0,0,0,30.45,42.91,685,2,0.4616,0.5951,1961.22,0.0,0,0,standard
19220,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241218,approve,approve,272,372,0,0,0,0,1,0,0,0,4,2,0,0,0,0,55.86,25.49,300,4,0.897,0.1641,4167.67,118.66,0,0,watchlist
19221,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241216,reject,reject,608,577,0,1,1,0,0,0,1,0,3,2,0,0,1,0,21.53,65.07,599,3,0.587,0.3834,2433.09,0.0,0,1,near-prime
19222,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241001,approve,approve,548,526,0,0,0,0,0,0,0,0,2,4,0,0,0,1,47.16,52.81,542,2,0.7375,0.2782,5553.65,190.13,0,1,near-prime
19223,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240428,approve,approve,318,511,1,0,0,0,0,1,0,0,3,8,0,0,0,0,40.44,25.66,372,3,0.5398,0.76,3661.58,-112.43,1,0,watchlist
19224,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241215,approve,approve,375,378,0,0,0,0,0,0,0,0,3,7,0,0,0,0,65.8,39.26,376,3,0.8247,0.377,4003.76,187.62,0,0,watchlist
19225,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240126,approve,approve,607,566,0,0,0,0,0,0,0,0,2,3,1,0,0,0,31.32,67.64,596,2,0.9067,0.2653,5311.88,192.71,0,0,near-prime
19226,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240713,approve,approve,735,518,0,0,1,1,0,1,0,0,2,7,0,0,0,0,30.77,36.12,674,2,0.382,0.7314,4242.63,-50.45,1,1,standard
19227,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240211,reject,reject,298,362,0,1,1,1,0,0,0,1,6,7,0,0,1,1,0,50.37,316,6,0.0651,0.6933,2326.22,0.0,1,0,watchlist
19228,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241122,approve,approve,684,480,0,0,0,0,0,0,0,0,1,6,0,0,0,0,73.68,18.15,627,1,0.8969,0.2365,3670.43,131.69,0,0,standard
19229,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240707,reject,reject,479,413,0,0,0,0,0,0,0,0,3,3,0,0,0,0,43.07,49.6,461,3,0.3414,0.5868,3734.19,0.0,0,0,watchlist
19230,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240123,approve,approve,558,491,0,0,0,0,0,0,0,0,1,3,0,0,1,0,60.5,39.33,539,1,0.7658,0.2551,4687.12,138.69,0,0,watchlist
19231,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240506,reject,reject,345,368,0,1,1,0,0,1,1,0,9,20,1,0,1,0,38.35,23.57,351,9,0.1777,0.7594,4023.39,0.0,1,0,watchlist
19232,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241001,approve,approve,554,560,0,0,0,0,0,0,0,0,2,3,0,0,0,0,49.66,39.5,556,2,0.9026,0.4105,3704.09,187.17,0,0,near-prime
19233,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240827,approve,approve,532,570,0,0,0,0,0,0,0,0,1,4,0,0,0,0,59.25,45.2,543,1,0.7569,0.0816,1500,56.49,0,1,near-prime
19234,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241005,approve,approve,276,440,1,0,0,0,0,0,0,1,2,4,1,0,1,1,15.9,44.6,322,2,0.5025,0.6178,2395.8,-46.04,1,0,watchlist
19235,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241219,approve,approve,414,393,0,0,0,0,0,0,0,0,1,7,0,0,0,0,68.97,15.53,408,1,0.5383,0.4772,2694.8,129.62,0,0,watchlist
19236,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240317,approve,approve,401,460,0,0,0,0,1,0,0,0,3,3,0,1,0,0,32.26,31.43,418,3,0.4716,0.7434,4393.9,-12.77,1,0,watchlist
19237,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240423,reject,reject,441,507,0,0,0,1,0,0,1,0,2,6,0,0,0,0,47.56,48.83,459,2,0.4475,0.5659,5045.61,0.0,0,0,watchlist
19238,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240905,approve,approve,779,514,0,0,1,0,0,0,0,0,2,5,0,0,0,0,47.42,35.12,705,2,0.3797,0.9254,4637.65,37.91,1,0,standard
19239,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240325,approve,approve,725,729,0,0,0,0,0,0,0,1,2,3,0,0,0,0,43.58,31.83,726,2,0.8961,0.5277,3897.78,207.9,0,0,prime
19240,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240101,approve,approve,549,633,0,0,0,0,0,0,0,0,1,2,0,0,1,0,49.16,44.62,573,1,0.8056,0.5129,3247.88,110.33,0,0,near-prime
19241,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240216,reject,reject,453,379,0,1,0,0,0,0,0,0,1,5,0,0,0,0,24.6,62.4,432,1,0.4051,0.4715,1497.96,0.0,0,1,watchlist
19242,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241019,approve,approve,719,721,0,0,0,0,0,0,0,0,1,2,0,0,0,0,50.75,55.7,720,1,0.8589,0.1892,5474.3,169.5,0,1,prime
19243,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240801,reject,reject,646,686,0,0,0,0,0,0,0,0,1,6,0,0,0,0,49.7,44.03,657,1,0.3228,0.3246,4255.38,0.0,0,0,standard
19244,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240720,reject,reject,707,665,1,0,0,0,0,0,0,0,8,2,0,0,0,0,36.37,41.31,695,8,0.3433,0.522,3337.81,0.0,0,0,standard
19245,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240211,approve,approve,632,567,0,0,0,0,0,0,0,0,1,4,0,0,0,0,62.13,43.12,614,1,0.8805,0.2378,3676.31,166.4,0,0,near-prime
19246,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240924,approve,approve,718,684,0,0,0,0,0,0,0,0,3,1,0,0,0,0,38.14,77.13,708,3,0.5894,0.1443,4312.97,213.11,0,0,standard
19247,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241229,approve,approve,89,423,0,1,0,0,0,0,0,0,1,6,0,0,1,0,2.99,47.15,183,1,0.2858,0.5207,4985.29,-95.36,1,0,watchlist
19248,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241106,approve,approve,411,419,0,0,0,0,0,0,1,0,3,12,0,0,0,0,0.4,48.78,413,3,0.3491,0.7265,2690.34,-68.1,1,0,watchlist
19249,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240921,reject,reject,373,448,0,1,0,1,0,0,0,0,7,4,1,0,0,0,66.66,30.4,394,7,0.6381,0.3075,2648.26,0.0,0,0,watchlist
19250,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241002,reject,reject,633,632,0,0,1,1,0,1,0,0,1,10,0,0,0,0,37.34,43.79,633,1,0.5895,0.3449,2648.76,0.0,0,0,standard
19251,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240607,approve,approve,743,721,0,0,0,0,0,0,0,0,1,2,0,0,0,0,53.81,43.85,737,1,0.6978,0.2741,3731.21,173.25,0,1,prime
19252,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240811,reject,reject,382,387,0,0,0,0,0,0,0,1,3,9,1,0,0,0,16.49,27.48,383,3,0.3911,0.6347,2671.91,0.0,1,0,watchlist
19253,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240402,approve,approve,688,543,0,0,0,0,0,0,0,0,5,8,0,0,0,0,45.44,44.42,647,5,0.9271,0.2722,5637.03,194.72,0,1,standard
19254,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240307,approve,approve,690,723,0,0,0,0,0,0,1,1,2,2,0,0,0,0,58.1,28.41,699,2,0.7672,0.2543,3436.84,183.63,0,0,standard
19255,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241230,approve,approve,473,628,0,0,0,0,0,0,0,0,1,4,0,0,0,0,66.24,30.29,516,1,0.5713,0.0536,2873.11,85.89,0,0,watchlist
19256,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241218,approve,approve,453,566,0,0,0,0,0,0,0,0,2,3,0,0,0,0,54.44,41.32,485,2,0.8043,0.0786,4151.16,205.57,0,1,watchlist
19257,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241117,approve,approve,783,671,0,1,1,0,0,0,0,0,4,1,0,0,0,0,51.95,52.29,752,4,0.8342,0.0456,4555.91,203.75,0,0,prime
19258,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240906,approve,approve,340,488,0,0,0,0,1,0,1,1,2,4,0,0,0,0,27.41,47.54,381,2,0.6509,0.5096,4286.87,-102.1,1,1,watchlist
19259,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241108,approve,approve,629,613,0,0,0,0,1,0,0,0,1,8,0,0,0,1,39.78,67.1,625,1,0.8898,0.4394,2718.28,123.39,0,0,standard
19260,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240409,approve,approve,398,398,1,0,0,0,0,0,0,0,2,8,0,1,0,0,23.91,39.44,398,2,0.5738,0.3071,2873.0,-72.01,1,0,watchlist
19261,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241123,reject,reject,253,367,0,0,1,1,1,0,1,0,2,5,0,0,0,1,17.14,22.06,285,2,0.4403,0.8285,1862.49,0.0,1,0,watchlist
19262,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240718,approve,approve,319,459,1,0,0,0,0,0,1,0,6,10,0,0,0,0,60.65,11.55,358,6,0.2607,0.8211,3659.4,7.28,1,1,watchlist
19263,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240529,approve,approve,372,268,0,0,0,0,0,0,0,0,1,3,0,0,0,0,42.86,61.5,343,1,0.7852,0.1957,3359.39,143.42,0,0,watchlist
19264,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240326,approve,approve,141,365,0,1,0,0,0,1,0,0,6,5,0,1,0,0,36.75,32.95,204,6,0.5333,0.3584,3250.48,-80.17,1,1,watchlist
19265,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240318,approve,approve,483,541,0,0,0,1,0,0,0,0,1,4,0,0,0,0,62.47,46.76,499,1,0.955,0.0465,4593.93,164.8,0,0,watchlist
19266,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241026,approve,approve,576,474,0,0,0,0,0,0,0,0,1,6,0,0,0,0,63.96,18.07,547,1,0.8318,0.2704,4574.89,192.78,0,0,near-prime
19267,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240310,approve,approve,321,335,0,0,0,0,0,0,0,0,2,1,0,0,0,0,38.7,72.53,325,2,0.7549,0.2246,4086.55,210.03,0,0,watchlist
19268,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240728,reject,reject,386,506,1,0,0,0,0,0,1,1,9,6,0,1,0,1,38.24,13.31,420,9,0.2721,0.7916,1391.81,0.0,1,0,watchlist
19269,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240106,approve,approve,585,560,0,0,0,0,0,1,0,0,3,1,0,0,0,0,59.01,48.39,578,3,0.6531,0.4487,4964.21,191.22,0,0,near-prime
19270,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241018,reject,reject,540,504,0,0,0,1,0,0,0,0,1,6,1,0,0,1,38.84,43.54,530,1,0.6441,0.3207,2142.16,0.0,0,0,watchlist
19271,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240525,approve,approve,731,518,0,0,0,0,0,0,0,0,1,1,1,0,0,0,51.75,56.73,671,1,0.7747,0.2663,3479.97,163.37,0,0,standard
19272,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240724,approve,approve,645,531,0,0,0,0,0,0,0,0,1,1,0,1,0,0,44.1,72.15,613,1,0.6847,0.3077,4444.48,207.47,0,0,near-prime
19273,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240108,approve,approve,725,558,0,0,0,0,0,0,0,0,2,4,0,0,0,1,52.62,36.93,678,2,0.9276,0.286,4505.55,230.26,0,0,standard
19274,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241224,reject,reject,576,447,1,0,0,0,0,0,0,0,2,4,0,0,0,0,51.58,23.75,540,2,0.47,0.5464,2720.14,0.0,0,1,near-prime
19275,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241206,approve,approve,631,492,0,0,0,0,0,0,0,0,2,2,0,0,0,0,55.11,60.0,592,2,0.7179,0.6876,3699.64,142.79,0,0,near-prime
19276,credit-risk-lab,retail-lending-eligibility,v1.5,1,20241228,approve,approve,678,467,0,0,0,0,0,0,0,1,7,5,1,1,0,0,39.37,25.65,619,7,0.4359,0.6832,3907.58,-50.7,1,0,near-prime
19277,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240402,approve,approve,503,484,0,0,1,0,0,0,0,0,1,12,0,0,0,0,45.3,47.65,498,1,0.6979,0.5202,3002.96,136.02,0,0,watchlist
19278,credit-risk-lab,retail-lending-eligibility,v1.5,0,20240320,approve,approve,469,586,1,1,0,0,0,0,0,0,1,2,0,0,0,0,42.64,57.89,502,1,0.7054,0.2598,4002.7,147.61,0,0,watchlist
19279,credit-risk-lab,retail-lending-eligibility,v1.5,0,20241104,approve,approve,322,185,0,0,0,0,0,0,0,0,1,3,0,0,0,0,48.65,56.44,284,1,0.5485,0.1853,4358.26,182.92,0,0,watchlist
19280,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240506,reject,reject,480,527,1,0,0,1,0,0,0,1,4,2,1,0,0,0,11.39,37.12,493,4,0.6337,0.6952,3308.64,0.0,1,0,watchlist
19281,credit-risk-lab,retail-lending-eligibility,v1.5,1,20240501,approve,approve,827,421,1,1,0,0,0,0,0,0,5,11,0,0,0,0,35.9,29.71,713,5,0.2026,0.8431,5165.14,-42.12,1,0,standard
